event0  attr2,event0  attr1,probability
-1,-1,1.0
-1,0,0.0
-1,1,0.0
-1,2,0.0
-1,3,0.0
-1,4,0.0
-1,5,0.0
-1,6,0.0
-1,7,0.0
-1,8,0.0
-1,9,0.0
-1,10,0.0
-1,11,0.0
-1,12,0.0
-1,13,0.0
-1,14,0.0
-1,15,0.0
-1,16,0.0
-1,17,0.0
-1,18,0.0
-1,19,0.0
-1,20,0.0
-1,21,0.0
-1,22,0.0
-1,23,0.0
-1,24,0.0
-1,25,0.0
-1,26,0.0
-1,27,0.0
-1,28,0.0
-1,29,0.0
-1,30,0.0
-1,31,0.0
-1,32,0.0
-1,33,0.0
-1,34,0.0
-1,35,0.0
-1,36,0.0
-1,37,0.0
-1,38,0.0
-1,39,0.0
-1,40,0.0
-1,41,0.0
-1,42,0.0
-1,43,0.0
-1,44,0.0
-1,45,0.0
-1,46,0.0
-1,47,0.0
-1,48,0.0
-1,49,0.0
-1,50,0.0
-1,51,0.0
-1,52,0.0
-1,53,0.0
-1,54,0.0
-1,55,0.0
-1,56,0.0
-1,57,0.0
-1,58,0.0
-1,59,0.0
-1,60,0.0
-1,61,0.0
-1,62,0.0
-1,63,0.0
-1,64,0.0
-1,65,0.0
-1,66,0.0
-1,67,0.0
-1,68,0.0
-1,69,0.0
-1,70,0.0
-1,71,0.0
-1,72,0.0
-1,73,0.0
-1,74,0.0
-1,75,0.0
-1,76,0.0
-1,77,0.0
-1,78,0.0
-1,79,0.0
-1,80,0.0
-1,81,0.0
-1,82,0.0
-1,83,0.0
-1,84,0.0
-1,85,0.0
-1,86,0.0
-1,87,0.0
-1,88,0.0
-1,89,0.0
-1,90,0.0
-1,91,0.0
-1,92,0.0
-1,93,0.0
-1,94,0.0
-1,95,0.0
-1,96,0.0
-1,97,0.0
-1,98,0.0
-1,99,0.0
88,-1,0.0
88,0,0.018980667838312665
88,1,0.013356766256590427
88,2,0.04463971880492014
88,3,0.02073813708260084
88,4,0.011950790861159893
88,5,0.012302284710017533
88,6,0.01933216168717029
88,7,0.030228471001757063
88,8,0.018629173989455003
88,9,0.01933216168717029
88,10,0.021441124780316113
88,11,0.018980667838312665
88,12,0.022847100175746652
88,13,0.01933216168717029
88,14,0.019683655536027904
88,15,0.021089630931458457
88,16,0.025659050966607776
88,17,0.021792618629173748
